student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills
1938,Female,22,BCA,CS,8.27,2,1,1,1
1939,Female,23,BCA,DS,5.52,1,1,4,6
1940,Male,21,BTech,CS,9.17,3,2,1,3
1941,Male,20,BTech,Electrical,5.83,0,3,1,2
1942,Female,21,BCA,DS,9.37,0,0,2,10
1943,Female,24,BTech,Electrical,9.58,3,3,3,8
1944,Female,20,BSc,Mechanical,9.76,1,0,2,9
1945,Male,23,BTech,DS,8.98,3,1,4,7
1946,Female,20,BSc,DS,6.11,0,1,5,9
1947,Male,23,BSc,Mechanical,8.54,0,1,1,7
1948,Female,23,BTech,CS,6.37,1,3,4,3
1949,Female,22,BCA,Mechanical,9.36,0,1,4,1
1950,Male,22,BSc,IT,6.86,1,3,5,1
1951,Female,21,BTech,DS,6.91,2,1,2,5
1952,Male,21,BE,IT,9.45,0,3,4,9
1953,Male,23,BCA,Mechanical,5.56,0,2,3,10
1954,Female,20,BE,Electrical,6.33,1,2,1,6
1955,Male,24,BSc,Mechanical,7.31,2,0,0,2
1956,Male,24,BE,AI,8.51,0,3,5,6
1957,Female,20,BTech,IT,8.28,0,3,3,4
1958,Male,20,BCA,AI,8.38,2,2,0,9
1959,Male,22,BSc,IT,9.28,0,2,5,10
1960,Male,24,BTech,Electrical,6.02,1,2,0,3
1961,Female,23,BCA,AI,7.75,2,0,2,7
1962,Male,21,BSc,AI,8.62,2,2,0,10
1963,Female,22,BSc,IT,8.24,3,0,1,8
1964,Female,24,BSc,Mechanical,7.43,0,0,2,2
1965,Male,20,BSc,CS,5.57,2,2,3,10
1966,Male,24,BE,Mechanical,5.76,2,2,3,7
1967,Male,23,BE,CS,6.01,2,2,3,5
1968,Female,22,BE,IT,6.98,3,3,5,1
1969,Male,20,BSc,DS,6.01,0,1,4,7
1970,Male,23,BE,Mechanical,7.33,2,3,2,10
1971,Male,21,BCA,AI,6.27,0,0,2,8
1972,Male,22,BSc,Mechanical,8.85,2,0,2,1
1973,Male,23,BCA,IT,9.25,1,1,1,4
1974,Female,23,BCA,DS,7.18,2,1,2,4
1975,Female,20,BE,DS,7.7,2,2,1,5
1976,Male,21,BSc,Mechanical,9.6,3,3,5,5
1977,Male,23,BE,Mechanical,7.8,2,3,3,4
1978,Male,22,BE,Electrical,9.78,1,3,4,1
1979,Male,23,BE,Mechanical,6.11,2,1,0,9
1980,Female,24,BSc,IT,9.21,1,3,4,5
1981,Male,22,BSc,CS,7.64,1,1,4,1
1982,Female,22,BE,Electrical,5.6,1,3,5,3
1983,Female,23,BCA,CS,9.68,3,1,4,1
1984,Male,20,BCA,AI,9.65,0,3,0,7
1985,Female,22,BSc,IT,7.15,0,0,1,10
1986,Female,24,BTech,Electrical,9.6,1,1,3,10
1987,Female,20,BE,DS,6.11,3,2,5,10
1988,Female,20,BE,Electrical,8.42,3,0,0,7
1989,Male,20,BTech,AI,6.33,0,0,3,6
1990,Male,22,BSc,DS,6.56,1,1,1,9
1991,Female,20,BCA,Electrical,8.85,0,3,3,7
1992,Male,23,BSc,DS,7.12,0,3,1,5
1993,Male,20,BCA,Mechanical,5.53,3,1,0,7
1994,Male,24,BCA,DS,7.28,3,3,0,10
1995,Male,21,BSc,Electrical,6.48,2,3,3,4
1996,Male,24,BE,DS,8.44,3,3,5,10
1997,Female,22,BE,IT,6.34,3,1,3,9
1998,Male,20,BE,Mechanical,9.12,0,1,4,6
1999,Male,20,BCA,Mechanical,6.65,3,2,4,4
2000,Male,23,BE,AI,7.19,3,3,3,5
2001,Male,20,BCA,Mechanical,6.78,0,3,4,8
2002,Female,24,BE,CS,8.27,3,1,3,7
2003,Female,22,BSc,IT,5.94,3,2,2,6
2004,Female,21,BTech,AI,7.56,2,1,4,2
2005,Female,20,BCA,CS,6.94,1,1,3,3
2006,Male,21,BSc,DS,9.3,2,2,2,1
2007,Female,20,BCA,CS,5.82,3,1,4,3
2008,Male,22,BCA,AI,9.07,0,0,0,2
2009,Male,24,BSc,Mechanical,6.22,0,2,3,10
2010,Male,22,BE,IT,5.88,1,3,0,6
2011,Male,21,BCA,AI,6.37,0,3,5,4
2012,Male,20,BTech,CS,5.94,3,2,4,10
2013,Female,21,BTech,CS,7.74,2,3,5,3
2014,Female,24,BSc,AI,9.75,1,0,2,8
2015,Female,22,BTech,Electrical,5.65,2,3,3,5
2016,Female,21,BSc,Electrical,7.48,0,2,2,4
2017,Male,21,BSc,AI,7.16,3,1,0,6
2018,Female,24,BCA,Electrical,6.96,1,2,3,4
2019,Male,20,BSc,AI,6.93,0,2,5,10
2020,Female,21,BSc,Mechanical,9.35,0,0,0,10
2021,Male,24,BE,AI,5.58,2,3,0,5
2022,Male,20,BCA,DS,8.83,0,2,2,4
2023,Female,20,BTech,IT,6.59,2,3,5,9
2024,Male,22,BE,IT,7.15,0,1,4,2
2025,Male,24,BE,DS,7.31,2,2,5,1
2026,Female,20,BCA,CS,6.81,2,2,0,7
2027,Male,22,BCA,CS,5.9,3,3,0,9
2028,Female,23,BE,CS,5.99,1,0,1,9
2029,Female,24,BCA,CS,6.78,1,0,2,4
2030,Female,23,BCA,Mechanical,9.03,3,3,0,4
2031,Male,20,BSc,DS,6.08,0,2,5,1
2032,Male,24,BCA,IT,8.69,0,1,1,1
2033,Male,22,BSc,DS,6.74,1,0,2,1
2034,Female,20,BE,IT,9.3,2,0,3,6
2035,Male,24,BE,CS,7.34,2,1,4,6
2036,Female,24,BTech,Mechanical,6.24,1,0,2,5
2037,Female,23,BCA,AI,9.74,1,3,0,10
2038,Male,20,BE,AI,6.26,3,2,1,10
2039,Female,22,BSc,Electrical,7.94,0,0,1,2
2040,Male,22,BE,CS,7.95,2,1,3,6
2041,Male,20,BCA,CS,7.1,3,3,1,1
2042,Male,20,BTech,DS,9.59,1,3,0,3
2043,Male,21,BTech,Mechanical,9.13,3,3,2,5
2044,Male,23,BE,Mechanical,9.07,3,3,3,10
2045,Female,20,BTech,DS,9.69,2,2,4,5
2046,Female,20,BCA,Mechanical,7.47,3,3,4,7
2047,Female,21,BCA,Mechanical,5.92,2,3,0,5
2048,Male,21,BTech,AI,8.79,1,3,3,10
2049,Male,24,BSc,Mechanical,7.14,2,1,3,6
2050,Male,22,BTech,CS,6.32,0,1,0,7
2051,Female,23,BTech,AI,7.58,1,1,5,2
2052,Male,24,BE,CS,9.48,2,1,3,3
2053,Female,20,BSc,CS,6.24,1,0,1,3
2054,Female,21,BTech,DS,9.15,3,3,1,1
2055,Male,22,BE,Electrical,7.3,1,0,0,9
2056,Male,24,BE,Mechanical,6.09,2,0,0,10
2057,Female,22,BE,Mechanical,9.15,3,0,1,9
2058,Male,21,BCA,Mechanical,9.67,0,2,2,9
2059,Female,24,BE,Mechanical,6.75,1,3,0,9
2060,Male,24,BE,AI,6.81,2,3,1,8
2061,Male,22,BCA,IT,7.18,1,0,2,5
2062,Female,21,BCA,CS,9.0,1,1,2,9
2063,Male,20,BE,Electrical,5.54,2,2,5,7
2064,Female,24,BTech,Electrical,6.46,0,0,1,2
2065,Male,20,BSc,IT,8.54,2,0,5,7
2066,Female,21,BCA,IT,7.24,1,2,1,4
2067,Female,24,BSc,IT,6.92,0,0,3,7
2068,Male,24,BCA,AI,9.25,0,3,2,7
2069,Female,20,BE,IT,9.44,0,1,4,3
2070,Male,23,BCA,AI,9.58,0,1,3,3
2071,Male,20,BE,DS,6.67,1,1,3,10
2072,Male,20,BSc,DS,9.42,2,1,2,10
2073,Female,23,BTech,Electrical,8.67,2,0,2,6
2074,Female,21,BE,DS,6.16,3,1,2,2
2075,Male,21,BSc,AI,8.12,3,0,0,8
2076,Male,24,BSc,AI,5.61,3,3,1,8
2077,Female,22,BCA,CS,8.55,0,0,5,4
2078,Male,22,BE,IT,8.65,0,0,1,2
2079,Male,24,BSc,Mechanical,8.89,2,0,1,9
2080,Female,22,BTech,Mechanical,6.24,0,2,2,9
2081,Male,20,BCA,IT,8.2,2,2,3,2
2082,Female,20,BCA,Mechanical,6.27,3,2,2,10
2083,Male,23,BSc,Mechanical,9.57,2,3,2,4
2084,Female,23,BE,Mechanical,8.4,0,1,3,1
2085,Male,24,BCA,Electrical,5.91,2,0,4,6
2086,Male,24,BE,AI,6.3,2,0,5,1
2087,Female,24,BSc,AI,8.35,2,1,0,7
2088,Male,20,BSc,AI,7.55,0,2,4,9
2089,Female,22,BE,IT,8.67,1,3,2,9
2090,Male,24,BTech,DS,6.71,3,0,1,2
2091,Female,24,BCA,Electrical,8.33,1,1,1,8
2092,Female,20,BSc,Electrical,6.26,1,2,3,3
2093,Female,20,BTech,Mechanical,7.84,1,3,2,5
2094,Female,20,BTech,CS,9.62,1,1,3,4
2095,Male,22,BE,AI,8.2,0,1,3,6
2096,Male,24,BE,Electrical,5.71,0,0,0,7
2097,Female,21,BE,Electrical,9.75,1,3,3,9
2098,Female,21,BTech,CS,6.17,1,3,2,10
2099,Female,24,BCA,Mechanical,8.59,2,2,0,5
2100,Male,24,BE,Electrical,7.79,2,2,1,2
2101,Male,24,BCA,Electrical,6.77,3,0,0,4
2102,Male,24,BE,DS,6.26,3,3,2,2
2103,Male,22,BTech,CS,6.26,3,2,5,1
2104,Female,21,BCA,Mechanical,9.19,2,3,4,2
2105,Female,23,BCA,Mechanical,9.25,1,1,0,7
2106,Female,21,BTech,AI,7.5,1,1,5,2
2107,Male,21,BCA,DS,5.95,3,1,4,4
2108,Male,20,BTech,Mechanical,9.3,3,3,0,5
2109,Male,24,BTech,DS,7.59,0,0,0,3
2110,Female,24,BSc,AI,7.39,3,2,3,4
2111,Female,24,BE,CS,7.25,2,0,4,10
2112,Male,20,BSc,Electrical,7.07,2,0,5,3
2113,Female,22,BTech,Electrical,7.76,3,0,4,8
2114,Male,22,BTech,IT,8.1,3,0,0,10
2115,Male,23,BCA,IT,7.51,0,2,2,8
2116,Female,22,BTech,IT,9.36,0,1,2,3
2117,Male,22,BTech,Electrical,6.87,0,1,4,9
2118,Female,24,BTech,DS,7.99,2,1,3,9
2119,Male,21,BE,IT,6.79,0,3,3,7
2120,Female,22,BSc,CS,8.74,1,3,2,1
2121,Female,22,BSc,Mechanical,5.94,1,2,3,10
2122,Female,20,BE,DS,6.31,1,2,0,3
2123,Male,23,BE,Electrical,8.95,0,2,0,8
2124,Male,20,BE,CS,6.29,2,1,4,6
2125,Female,24,BSc,Electrical,8.19,2,2,5,9
2126,Female,21,BSc,DS,9.67,0,1,1,10
2127,Male,23,BTech,DS,7.75,3,1,2,9
2128,Male,20,BSc,DS,6.31,3,0,2,1
2129,Male,22,BCA,AI,6.88,0,3,1,6
2130,Female,22,BSc,Mechanical,9.04,2,3,3,3
2131,Male,23,BE,IT,7.01,1,2,0,5
2132,Male,22,BSc,AI,8.61,3,0,0,1
2133,Female,20,BTech,Mechanical,8.84,1,2,2,7
2134,Male,20,BSc,Electrical,7.66,2,2,2,6
2135,Male,22,BE,IT,8.87,3,3,3,10
2136,Male,22,BCA,AI,6.86,0,0,3,5
2137,Female,24,BE,AI,7.72,1,2,2,2
2138,Female,21,BCA,CS,8.45,1,2,3,8
2139,Female,23,BTech,AI,6.22,1,2,1,5
2140,Female,20,BTech,DS,6.68,0,1,0,2
2141,Female,23,BSc,Electrical,8.3,0,3,2,4
2142,Female,24,BTech,AI,8.32,1,1,1,10
2143,Female,20,BTech,DS,7.62,0,2,1,8
2144,Male,24,BE,Mechanical,8.92,3,0,5,8
2145,Male,24,BE,Mechanical,7.57,2,1,4,3
2146,Female,22,BSc,DS,9.29,3,1,2,10
2147,Male,23,BSc,CS,8.66,0,2,4,8
2148,Male,23,BSc,CS,6.85,2,1,1,10
2149,Female,22,BSc,Mechanical,7.2,1,0,2,9
2150,Male,23,BE,Electrical,8.37,1,0,4,2
2151,Male,22,BSc,AI,9.35,2,3,0,6
2152,Male,20,BSc,Mechanical,6.27,3,3,2,3
2153,Male,24,BTech,Mechanical,7.71,1,0,4,5
2154,Male,24,BSc,DS,6.01,1,0,3,4
2155,Female,23,BCA,CS,6.7,1,1,2,8
2156,Female,21,BTech,Electrical,8.45,0,3,5,7
2157,Female,24,BE,DS,5.83,3,1,3,7
2158,Male,22,BCA,Mechanical,8.35,0,0,2,1
2159,Female,21,BSc,IT,9.37,2,3,4,6
2160,Male,21,BTech,AI,9.67,2,1,4,2
2161,Male,24,BSc,Mechanical,6.43,0,3,5,8
2162,Male,24,BTech,DS,8.72,1,2,2,6
2163,Male,24,BSc,IT,9.48,0,2,1,9
2164,Female,22,BCA,IT,5.89,3,2,4,10
2165,Female,21,BE,Mechanical,7.28,1,2,5,1
2166,Male,23,BCA,Electrical,9.45,2,2,2,8
2167,Female,22,BCA,CS,6.37,3,3,2,2
2168,Male,20,BE,IT,9.52,2,0,0,7
2169,Female,24,BTech,AI,7.77,3,1,3,3
2170,Female,21,BTech,DS,5.93,3,0,0,7
2171,Male,22,BE,DS,7.43,3,0,3,1
2172,Female,20,BSc,DS,6.9,2,0,3,10
2173,Male,22,BTech,Mechanical,6.71,0,1,0,9
2174,Female,22,BCA,DS,7.83,0,2,5,6
2175,Male,23,BE,DS,7.58,1,3,1,7
2176,Male,23,BCA,AI,7.57,2,3,2,9
2177,Female,22,BTech,CS,5.88,1,0,4,10
2178,Female,20,BE,Electrical,8.95,1,3,2,1
2179,Male,21,BE,Mechanical,7.57,3,1,5,8
2180,Female,21,BTech,Mechanical,9.03,3,0,5,7
2181,Female,24,BTech,DS,9.05,0,1,0,2
2182,Male,24,BE,AI,6.86,0,0,1,1
2183,Male,21,BSc,IT,5.52,1,2,4,10
2184,Female,22,BE,DS,9.42,1,3,4,1
2185,Male,22,BSc,DS,8.77,1,3,5,4
2186,Male,23,BCA,Mechanical,5.96,0,1,1,5
2187,Male,23,BSc,Mechanical,8.52,1,3,4,7
2188,Female,24,BSc,DS,5.59,0,0,4,8
2189,Female,21,BTech,Mechanical,5.62,2,2,1,2
2190,Male,22,BE,AI,7.76,2,3,0,9
2191,Female,21,BCA,IT,5.91,1,2,0,7
2192,Male,20,BE,IT,9.65,0,1,5,6
2193,Female,21,BSc,IT,9.34,2,2,4,8
2194,Male,20,BSc,DS,8.29,0,3,0,2
2195,Male,23,BSc,Electrical,5.77,0,3,0,1
2196,Female,23,BE,DS,6.9,2,1,4,5
2197,Male,24,BSc,DS,7.1,1,1,4,9
2198,Female,21,BE,AI,7.57,1,2,5,7
2199,Female,21,BCA,IT,6.23,2,2,5,7
2200,Male,20,BCA,Mechanical,7.98,3,1,0,9
2201,Male,23,BE,Mechanical,7.37,0,3,5,5
2202,Female,20,BCA,CS,9.57,3,2,3,5
2203,Male,23,BTech,CS,9.53,1,1,1,7
2204,Male,20,BSc,Electrical,7.93,0,2,0,6
2205,Male,23,BSc,Mechanical,8.27,2,1,0,10
2206,Male,20,BSc,IT,6.09,1,3,3,6
2207,Male,23,BTech,DS,6.46,1,2,2,8
2208,Female,20,BSc,Mechanical,9.37,1,2,5,4
2209,Female,21,BE,Electrical,8.51,2,0,2,2
2210,Male,24,BSc,Electrical,6.31,2,0,5,3
2211,Male,20,BE,Mechanical,7.95,3,3,1,10
2212,Male,24,BCA,CS,9.52,2,1,4,4
2213,Female,21,BE,IT,6.98,3,0,0,5
2214,Male,21,BE,Mechanical,6.3,0,0,3,2
2215,Female,23,BE,DS,9.55,0,3,4,8
2216,Female,24,BSc,DS,7.48,0,1,4,5
2217,Female,22,BTech,AI,7.29,1,3,2,7
2218,Male,23,BTech,DS,6.65,1,2,0,9
2219,Female,24,BE,Mechanical,9.33,1,2,1,7
2220,Male,20,BSc,Mechanical,9.14,2,1,3,4
2221,Female,20,BTech,DS,7.23,2,0,0,3
2222,Male,21,BCA,CS,5.63,3,3,4,8
2223,Female,22,BCA,IT,7.42,1,3,4,9
2224,Male,20,BSc,Electrical,6.28,2,2,1,5
2225,Female,24,BCA,Mechanical,6.11,0,3,2,6
2226,Male,24,BCA,DS,7.19,0,0,1,10
2227,Male,20,BCA,Electrical,5.93,2,1,1,10
2228,Male,24,BTech,DS,9.62,0,3,0,6
2229,Male,24,BCA,Mechanical,5.7,0,0,5,3
2230,Female,21,BE,AI,7.23,3,1,2,4
2231,Female,22,BE,IT,6.2,0,3,4,9
2232,Male,21,BCA,Mechanical,8.46,1,3,2,6
2233,Female,22,BE,Electrical,5.84,2,1,0,5
2234,Male,24,BTech,DS,7.85,2,3,0,9
2235,Male,22,BSc,AI,8.82,1,3,5,8
2236,Female,24,BE,Mechanical,9.59,0,3,1,9
2237,Male,24,BCA,IT,8.5,3,2,5,9
2238,Male,21,BSc,AI,5.93,3,1,0,4
2239,Female,21,BSc,Electrical,5.88,1,2,2,8
2240,Male,23,BCA,DS,8.65,0,1,1,10
2241,Male,20,BE,CS,6.43,1,2,1,9
2242,Male,23,BTech,IT,7.42,3,3,1,5
2243,Male,23,BE,AI,9.7,0,0,2,4
2244,Female,22,BE,Mechanical,9.03,1,1,1,10
2245,Female,24,BTech,Mechanical,9.14,1,0,3,1
2246,Female,24,BSc,AI,9.2,0,1,3,3
2247,Male,24,BTech,Mechanical,8.16,3,1,2,10
2248,Male,20,BTech,AI,8.7,0,3,4,2
2249,Female,22,BCA,IT,7.04,3,1,5,7
2250,Male,22,BCA,Mechanical,9.79,2,3,4,4
2251,Male,24,BE,IT,6.7,3,3,1,9
2252,Male,23,BCA,DS,8.04,3,3,2,9
2253,Male,20,BTech,DS,6.71,2,2,1,2
2254,Female,23,BTech,DS,5.98,1,2,1,3
2255,Female,21,BCA,DS,7.94,1,3,3,8
2256,Female,22,BCA,Mechanical,7.02,3,0,0,10
2257,Male,22,BCA,AI,8.01,2,0,2,3
2258,Female,23,BTech,Mechanical,7.9,2,1,0,4
2259,Female,20,BSc,Electrical,7.83,0,0,3,3
2260,Male,22,BSc,Mechanical,6.03,3,1,0,2
2261,Male,23,BCA,IT,7.39,2,1,5,1
2262,Female,20,BE,AI,8.99,1,1,3,3
2263,Female,23,BE,CS,6.86,2,2,5,9
2264,Female,20,BSc,CS,7.41,2,3,4,8
2265,Female,24,BCA,AI,7.62,2,0,3,9
2266,Male,20,BTech,CS,9.21,2,3,2,10
2267,Female,21,BE,AI,8.32,1,3,4,5
2268,Female,24,BE,IT,5.93,2,2,1,5
2269,Male,23,BTech,IT,9.22,3,1,2,8
2270,Female,24,BTech,Mechanical,9.08,2,3,2,5
2271,Male,24,BCA,CS,8.74,1,1,5,4
2272,Male,23,BTech,AI,7.5,3,2,2,9
2273,Male,23,BTech,IT,8.76,2,3,0,1
2274,Female,21,BTech,Mechanical,7.56,1,0,0,6
2275,Female,23,BSc,CS,8.67,3,3,1,7
2276,Male,22,BTech,CS,9.28,2,2,0,6
2277,Female,22,BE,CS,9.33,2,2,2,10
2278,Female,21,BCA,IT,7.45,2,3,5,8
2279,Male,20,BCA,IT,9.2,3,0,3,8
2280,Male,20,BCA,CS,5.94,0,1,1,5
2281,Female,22,BSc,IT,5.94,2,3,1,4
2282,Male,23,BE,CS,7.86,1,3,2,7
2283,Female,21,BTech,DS,8.3,0,0,4,9
2284,Female,20,BE,IT,6.16,2,0,0,2
2285,Female,20,BCA,AI,7.53,1,2,4,7
2286,Female,24,BTech,IT,5.91,2,1,2,6
2287,Male,22,BCA,CS,8.09,1,1,4,3
2288,Male,23,BCA,AI,9.18,2,3,2,2
2289,Male,21,BCA,Mechanical,8.67,1,1,0,1
2290,Male,20,BE,AI,7.13,1,2,0,2
2291,Female,24,BE,AI,9.77,0,2,1,5
2292,Female,22,BCA,IT,8.35,0,0,4,1
2293,Male,22,BCA,Electrical,9.01,3,0,4,8
2294,Female,21,BTech,AI,8.38,1,2,4,4
2295,Female,20,BCA,AI,9.75,1,0,4,3
2296,Female,21,BCA,CS,9.03,0,2,5,10
2297,Male,21,BCA,IT,7.73,3,0,3,2
2298,Male,24,BCA,CS,7.08,1,3,1,1
2299,Male,22,BE,IT,8.43,2,1,1,8
2300,Female,23,BCA,Mechanical,8.04,2,2,3,9
2301,Male,22,BSc,Electrical,8.21,3,0,5,3
2302,Male,22,BCA,AI,6.97,1,2,4,3
2303,Male,24,BE,IT,7.34,1,3,3,9
2304,Male,23,BSc,AI,7.9,0,2,5,7
2305,Male,20,BSc,AI,9.11,0,0,4,9
2306,Male,23,BCA,DS,8.78,1,0,3,2
2307,Female,20,BCA,CS,6.01,2,2,1,7
2308,Female,23,BE,Electrical,6.56,0,2,3,8
2309,Male,21,BSc,IT,5.61,2,0,5,4
2310,Male,23,BSc,Mechanical,5.53,2,3,2,10
2311,Female,24,BE,Electrical,6.46,2,3,4,4
2312,Female,20,BCA,DS,8.94,2,3,3,2
2313,Male,22,BTech,CS,9.39,3,1,4,2
2314,Male,24,BTech,Mechanical,7.18,3,1,0,4
2315,Male,20,BSc,Mechanical,7.92,0,1,4,4
2316,Male,20,BSc,AI,8.54,1,2,3,5
2317,Female,22,BCA,CS,9.6,3,1,4,10
2318,Male,21,BTech,DS,9.43,1,2,5,10
2319,Male,24,BSc,IT,5.75,0,3,2,10
2320,Male,22,BCA,IT,6.57,2,0,2,9
2321,Male,22,BTech,DS,5.71,1,1,3,9
2322,Female,21,BE,AI,8.15,3,0,3,7
2323,Female,24,BSc,AI,8.56,1,1,4,6
2324,Female,22,BE,Mechanical,6.83,3,1,1,10
2325,Male,21,BTech,CS,9.17,1,0,2,5
2326,Male,24,BCA,Mechanical,7.45,3,3,2,4
2327,Female,23,BCA,IT,9.79,2,3,0,2
2328,Male,20,BTech,DS,5.5,1,3,0,4
2329,Male,21,BE,CS,5.97,0,0,1,7
2330,Female,20,BCA,DS,6.8,1,2,2,1
2331,Female,23,BSc,CS,5.61,3,0,3,3
2332,Female,22,BE,Electrical,8.86,1,2,2,4
2333,Female,22,BE,IT,5.73,0,3,3,7
2334,Male,24,BSc,IT,8.72,2,2,3,3
2335,Male,21,BTech,Electrical,5.73,1,3,1,4
2336,Female,21,BCA,CS,6.59,2,3,2,1
2337,Male,24,BE,AI,9.12,2,3,4,1
2338,Female,20,BCA,CS,9.59,2,3,2,10
2339,Female,22,BCA,IT,7.28,3,0,2,3
2340,Male,22,BE,DS,9.67,1,1,5,7
2341,Female,21,BTech,Mechanical,8.2,1,1,0,6
2342,Male,21,BE,DS,7.29,0,1,1,5
2343,Male,24,BTech,IT,8.95,2,0,4,8
2344,Male,23,BSc,DS,6.77,3,3,4,8
2345,Male,20,BTech,AI,6.64,3,3,4,4
2346,Female,23,BTech,AI,8.32,0,3,3,10
2347,Male,23,BE,CS,7.18,1,1,1,6
2348,Female,21,BCA,DS,6.08,1,3,0,1
2349,Female,21,BCA,DS,5.79,3,2,3,10
2350,Female,21,BTech,IT,8.89,3,0,4,10
2351,Female,23,BTech,CS,8.41,0,3,3,9
2352,Male,20,BE,CS,7.27,3,3,3,5
2353,Male,21,BTech,DS,9.35,3,3,5,8
2354,Female,22,BE,Mechanical,7.27,0,2,4,10
2355,Female,20,BSc,DS,8.55,2,3,4,10
2356,Male,22,BTech,DS,9.41,3,1,0,1
2357,Female,20,BSc,DS,9.12,1,3,1,4
2358,Male,21,BTech,AI,7.7,2,1,2,2
2359,Female,24,BTech,Electrical,8.43,3,1,2,2
2360,Male,21,BSc,CS,7.28,2,3,5,2
2361,Female,23,BSc,Electrical,8.28,3,2,2,2
2362,Female,23,BE,AI,6.61,1,1,0,8
2363,Male,20,BE,Mechanical,7.37,3,3,3,6
2364,Female,23,BSc,IT,6.4,1,3,4,9
2365,Female,21,BTech,Mechanical,5.66,3,2,1,2
2366,Male,22,BE,CS,8.03,3,3,2,1
2367,Female,21,BTech,IT,9.22,2,0,5,8
2368,Male,20,BCA,Electrical,5.61,0,0,1,10
2369,Male,23,BE,Mechanical,6.34,1,0,1,3
2370,Female,22,BE,CS,7.48,2,3,4,3
2371,Female,24,BE,Mechanical,8.36,0,1,5,8
2372,Female,22,BCA,IT,6.24,2,2,0,5
2373,Female,22,BSc,IT,5.74,1,3,4,8
2374,Female,21,BTech,Mechanical,7.73,0,1,5,2
2375,Female,24,BCA,AI,9.02,0,3,0,10
2376,Female,20,BSc,Mechanical,5.65,0,0,5,9
2377,Male,20,BE,Electrical,7.0,1,0,3,2
2378,Female,22,BSc,Mechanical,8.35,1,1,1,9
2379,Male,22,BSc,Mechanical,6.06,2,1,2,10
2380,Female,23,BSc,AI,6.51,3,1,1,6
2381,Female,24,BTech,DS,7.8,3,2,4,5
2382,Male,22,BSc,IT,9.6,3,1,5,7
2383,Female,23,BSc,Electrical,6.74,3,0,5,7
2384,Female,24,BSc,CS,7.6,2,0,0,4
2385,Male,20,BSc,IT,7.22,1,2,3,7
2386,Female,23,BCA,IT,9.36,2,3,3,3
2387,Female,24,BCA,DS,5.81,0,1,0,3
2388,Female,23,BSc,IT,7.93,1,2,0,7
2389,Male,22,BSc,IT,9.14,1,3,0,1
2390,Female,21,BSc,AI,9.75,3,3,3,8
2391,Female,20,BE,AI,8.5,2,1,1,2
2392,Female,22,BSc,AI,7.13,3,0,1,1
2393,Female,22,BSc,AI,7.27,1,1,5,6
2394,Male,24,BCA,AI,7.01,3,1,5,4
2395,Male,23,BCA,Electrical,8.1,0,0,3,7
2396,Female,20,BCA,CS,8.68,1,0,2,3
2397,Female,22,BTech,DS,9.02,0,0,4,2
2398,Male,24,BE,Mechanical,7.29,1,3,3,4
2399,Male,20,BSc,Electrical,8.58,3,3,2,4
2400,Female,23,BCA,AI,9.44,1,1,4,4
2401,Male,22,BTech,DS,9.46,1,2,1,3
2402,Female,22,BSc,Mechanical,8.53,2,1,0,7
2403,Male,22,BSc,IT,8.24,2,2,5,5
2404,Male,20,BCA,Electrical,7.79,0,1,4,4
2405,Male,20,BSc,IT,6.29,2,1,5,5
2406,Male,20,BSc,DS,6.03,1,1,0,7
2407,Female,20,BSc,CS,7.59,2,3,2,4
2408,Male,24,BCA,CS,6.19,3,1,5,10
2409,Male,21,BTech,DS,7.98,2,2,3,5
2410,Female,24,BSc,CS,8.28,0,3,3,6
2411,Male,22,BTech,CS,7.76,1,1,0,6
2412,Male,24,BSc,IT,5.66,3,0,4,7
2413,Female,23,BCA,CS,5.75,3,3,4,10
2414,Male,20,BTech,CS,5.99,0,0,5,3
2415,Female,23,BCA,DS,6.16,2,1,2,8
2416,Female,23,BE,CS,9.76,1,2,3,5
2417,Female,22,BSc,Electrical,6.98,0,0,0,1
2418,Female,20,BE,AI,6.76,3,0,1,4
2419,Male,23,BE,AI,5.72,3,3,5,4
2420,Female,22,BE,DS,8.23,3,0,3,8
2421,Male,20,BSc,AI,8.3,0,1,3,10
2422,Male,21,BCA,IT,6.25,3,3,2,9
2423,Male,22,BE,Electrical,9.45,1,0,3,3
2424,Male,24,BTech,Electrical,8.94,3,2,2,10
2425,Male,20,BSc,DS,6.49,0,3,2,1
2426,Male,23,BCA,CS,7.59,0,2,1,8
2427,Male,23,BCA,AI,7.47,3,2,5,9
2428,Male,24,BE,IT,7.0,0,3,4,4
2429,Male,24,BSc,DS,9.02,2,0,3,5
2430,Male,23,BE,DS,5.97,0,0,2,4
2431,Female,20,BTech,CS,7.29,2,2,2,4
2432,Female,22,BCA,Mechanical,7.34,0,0,4,3
2433,Female,24,BCA,AI,7.52,0,3,4,10
2434,Male,24,BSc,IT,9.2,0,2,2,4
2435,Female,24,BCA,DS,6.44,3,1,3,9
2436,Female,21,BSc,AI,5.94,0,1,5,7
2437,Female,20,BE,IT,8.16,1,1,3,6
2438,Male,20,BTech,Electrical,6.25,3,0,5,9
2439,Male,20,BSc,Electrical,5.82,2,1,3,2
2440,Male,20,BE,IT,7.33,1,1,4,4
2441,Male,20,BTech,Electrical,6.44,1,2,3,9
2442,Female,23,BCA,DS,7.05,1,3,5,8
2443,Female,24,BTech,AI,6.62,1,2,3,1
